1836,1016.0323870297428
1837,986.1013740769389
1838,966.8630912342683
1839,1139.8954084408902
1840,932.1450746999989
1841,1159.3377534594676
1842,887.3076078623324
1843,1153.1261417679505
1844,809.8268591150161
1845,1006.0414254804624
1846,1156.0893428342085
1847,991.1340379364467
1848,1073.6931829303458
1849,916.752912925237
1850,898.7952919302066
1851,1040.7341877698634
1852,1263.4731371218074
1853,888.4449325061474
1854,890.8747088802503
1855,804.9165652361828
1856,1174.821859302453
1857,1123.715129471456
1858,1224.8428887159905
1859,1167.836447223456
1860,1387.417806664667
1861,1657.607252600647
1862,1367.555983724601
1863,1169.2171627511852
1864,1090.9851864297113
1865,995.5838319115843
1866,1382.9827283790823
1867,1150.341291513058
1868,1157.0901595532519
1869,1125.5774762509309
1870,932.8230208288886
1871,1144.4387703075192
1872,1731.4175898961278
1873,936.465666202227
1874,1097.5240515726164
1875,1136.3287993011213
1876,1170.8898219858545
1877,1667.9694243593037
1878,1045.684978792234
1879,1211.0518489490578
1880,1043.9080155850338
1881,1275.6893344653718
1882,1368.4279520289354
1883,1189.0252653628627
1884,1109.3445412093147
1885,1079.281137250708
1886,1350.3769528165826
1887,760.295276070792
1888,1134.0125165522265
1889,1035.365269844522
1890,1199.9652658506072
1891,1203.2645086106595
1892,1084.189589445363
1893,963.0441838753123
1894,1227.8492152636543
1895,1032.5432491251786
1896,1168.7739213017085
1897,1268.1109306552578
1898,1055.8438383610628
1899,1233.963882768269
1900,1324.5286604353441
1901,1177.0664278020308
1902,1121.7440034207314
1903,1464.7363673859584
1904,1000.732509003586
1905,963.3734252459507
1906,1145.0141244417778
1907,1116.1788831263316
1908,1097.6260152468355
1909,1200.8925163097606
1910,1264.4895757110319
1911,1038.773770911645
1912,1209.5618133630487
1913,1090.3887678742542
1914,1126.9283526573006
1915,1089.2922707297482
1916,1234.8866826400706
1917,1076.634583188896
1918,1343.4276762344762
1919,1054.382040025547
1920,1254.125055246615
1921,1012.2656856475464
1922,1023.2917651443321
1923,1201.8341603072645
1924,1326.8324986668342
1925,1007.3973699696506
1926,1016.7602209326988
1927,1235.2127794810442
1928,1527.8089603496578
1929,1180.997000630281
1930,1356.3639376547644
1931,1338.8767041341284
1932,1177.7130526847227
1933,826.8664693516143
1934,1211.5398077205916
1935,1127.8687947728226
1936,1252.9129922014586
1937,1160.1656449747195
1938,1291.0549100872643
1939,1054.9842255193562
1940,1230.3443007444998
1941,950.9417642115583
1942,1249.5377809138504
1943,1156.0114811825972
1944,1257.8432871867678
1945,966.8168507170714
1946,1216.9731919473475
1947,1197.7579658381733
1948,1435.6052237922183
1949,1070.7950362750928
1950,1304.4155240478478
1951,1291.3124264842413
1952,1067.5204706203858
1953,1097.621919438351
1954,1523.814310996649
1955,1102.2955461806619
1956,1036.4069114341783
1957,1278.6360947669457
1958,1344.6245847204052
1959,1079.0776300460193
1960,1399.0870701415297
1961,1268.3684971397252
1962,1085.2834181264543
1963,1175.6749900419843
1964,1104.3010865463023
1965,1261.659171319428
1966,1444.227077333712
1967,1362.7123262453977
1968,1433.4731970757953
1969,1079.6767667007898
1970,1222.8882297903947
1971,1064.037366802847
1972,1264.646689191799
1973,1017.426150127068
1974,1279.6777176386
1975,1070.9449562787065
1976,1298.0389079882618
1977,1311.4742496538527
1978,1355.7880177003162
1979,1255.2999654873945
1980,1474.4495527820097
1981,1430.8958868994107
1982,1456.6186278667358
1983,1172.301186870216
1984,1213.039844441937
1985,1349.902393773509
1986,1192.7721300368667
1987,1301.0042123036596
1988,1310.9690118873054
1989,1116.2688337113589
1990,1212.6230122728932
1991,1095.3888495869562
1992,1224.0229447899312
1993,1327.3931938881321
1994,1286.4062283959436
1995,1059.8676829760564
1996,1154.585266199301
1997,1066.8749868622026
1998,1399.7052985319847
1999,1183.1992545652947
2000,1484.4624572277799
2001,1151.9393769909818
2002,1627.0079205887375
2003,980.4570297321151
2004,1209.1775072332644
2005,1165.9520851559787
2006,1386.6396299743765
2007,1097.2676953603843
2008,1416.919348187494
2009,1405.6236605397423
2010,1178.823976050413
2011,1232.628958238268
2012,1580.7163299633114
2013,1254.3102947628993
2014,1508.1562435969108
2015,1366.986180800312
2016,1232.4451896133378
2017,1425.9359084864263
2018,1300.765534397406
2019,1449.2873562819425
2020,1394.9141603944645
2021,1349.8470382133282
