1836,832.3269810118696
1837,769.8584331920662
1838,764.6561164318949
1839,877.1838639294697
1840,754.3687932039536
1841,887.4959300637621
1842,683.1691824229721
1843,819.76811004203
1844,577.6335110256543
1845,897.4803868637384
1846,817.4038263253599
1847,733.9062660019836
1848,1046.7585720414838
1849,809.743775648458
1850,665.2229010488471
1851,651.8951898509694
1852,937.8518132846175
1853,688.0387199079537
1854,614.4528791246912
1855,621.5605519209861
1856,811.1834288054629
1857,740.656902356508
1858,638.5415037637484
1859,758.715199579419
1860,926.2580753602911
1861,738.5940557023323
1862,788.5052090560722
1863,810.740313709603
1864,662.6258553248116
1865,725.292304514974
1866,968.7237374492927
1867,787.3987250366657
1868,819.200270184807
1869,863.6646180093261
1870,748.6812646073189
1871,800.2705705059734
1872,1234.6069167772487
1873,666.1237347618089
1874,718.4773005334346
1875,867.3501563489629
1876,943.4717363330448
1877,1040.2622483910552
1878,879.9752365086018
1879,773.3262675735451
1880,967.0194084433047
1881,937.1275523287154
1882,1037.1876336623461
1883,910.2485774113557
1884,685.8527037087367
1885,762.9285953666001
1886,931.1700312276847
1887,582.718593144174
1888,772.9191286861171
1889,744.625943827753
1890,742.3313829630562
1891,845.0799398819627
1892,817.3630119474469
1893,683.8024240653458
1894,861.0463803177255
1895,855.783463043937
1896,759.936004785163
1897,795.0581104972184
1898,739.4824358731679
1899,773.7714954208986
1900,906.1160971492928
1901,718.3390428265939
1902,647.8913148140302
1903,1010.6947301094084
1904,697.407847510697
1905,655.6242972953777
1906,791.8511855924291
1907,815.0408364039548
1908,713.9076659226359
1909,862.6460417822398
1910,844.6429841079719
1911,771.7128741142125
1912,1009.6374912942035
1913,709.620751153559
1914,823.6653156006626
1915,831.0901414118046
1916,883.7096926613057
1917,761.0756470119005
1918,879.9133727123509
1919,839.0931136746278
1920,881.1375804669387
1921,634.9051769478458
1922,863.5241642874138
1923,940.0332474950657
1924,858.076610782418
1925,835.8398197008127
1926,815.5272798671698
1927,969.0100869317338
1928,927.0928101043953
1929,728.4431749058091
1930,995.6836523837708
1931,962.9460477843597
1932,788.4685672615996
1933,718.5763017829917
1934,752.7773650107176
1935,912.9905174888185
1936,874.9369826147448
1937,856.8570936187987
1938,901.1072018070381
1939,886.5245568584588
1940,793.6159739919681
1941,765.6727272166144
1942,713.5287774123757
1943,734.0904140110775
1944,916.9851530514749
1945,762.6212312507412
1946,971.8208016050896
1947,774.556252003725
1948,794.6930845474235
1949,706.9069835764216
1950,902.8681785152902
1951,980.0229834722086
1952,722.8354639103734
1953,668.4349523060556
1954,1000.8097032377027
1955,645.1351402462767
1956,878.765397506104
1957,822.8168469085966
1958,907.5252707764662
1959,648.7555882146254
1960,1023.2517287150116
1961,826.3193258881336
1962,700.4966865862347
1963,786.2435396163305
1964,613.7188229227514
1965,948.8350377478052
1966,974.3374269085784
1967,932.8593796919046
1968,924.0653741697394
1969,880.9263851425881
1970,798.2216568724455
1971,695.6076098935304
1972,755.3934362864608
1973,707.076185394574
1974,853.0006045182603
1975,642.4393165960716
1976,774.7491090800495
1977,848.2261176227615
1978,870.3364045712804
1979,954.0653914465988
1980,947.1135261317327
1981,934.8841570806535
1982,836.8363938842184
1983,866.6606195043136
1984,828.0106784290656
1985,807.3023539922327
1986,931.0102528212049
1987,839.0942474377764
1988,866.9358154340823
1989,666.4359914769707
1990,772.0873589370899
1991,677.4000475516808
1992,844.7716445268239
1993,892.6806764974606
1994,885.5762992035569
1995,682.9710863955081
1996,691.7826103679872
1997,771.3554055850168
1998,950.0844537642997
1999,916.3415280217156
2000,1131.2518084528538
2001,807.3589357605313
2002,1012.4393445099988
2003,667.9443274382203
2004,928.9547707796664
2005,770.5869282841733
2006,887.3694814485128
2007,930.523396337931
2008,1052.9845321437078
2009,852.3565579569212
2010,734.0749255157408
2011,724.781228473717
2012,1155.507382300538
2013,734.7725633816846
2014,923.1724970152237
2015,933.8031067311337
2016,857.6261703791265
2017,834.3612632762116
2018,784.3573534688859
2019,1000.332831337389
2020,978.9105948158625
2021,890.1036165341451
