319953.0	1	683.1920594657817
319953.0	2	681.5998451096933
319953.0	3	1289.4598669437473
319953.0	4	727.8236289030797
319953.0	5	875.4607033601919
319953.0	6	1562.456157790901
319953.0	7	1372.3988525147042
319953.0	8	869.9583413705244
319953.0	9	1006.6936780151368
319953.0	10	780.4855709806495
319953.0	11	1656.7722262680213
319953.0	12	832.3269810118696
319953.0	13	NaN
319953.0	14	1016.0323870297428
319953.0	15	776.6622507216211
319953.0	16	1434.5151700496588
328725.0	1	667.8520144599069
328725.0	2	585.1522381483438
328725.0	3	1008.0178479598059
328725.0	4	521.0982812927814
328725.0	5	798.6408819904071
328725.0	6	1131.8062556728921
328725.0	7	1079.6535159891212
328725.0	8	607.6032460648587
328725.0	9	812.7253408403009
328725.0	10	758.0370235904345
328725.0	11	1285.492494649716
328725.0	12	769.8584331920662
328725.0	13	NaN
328725.0	14	986.1013740769389
328725.0	15	686.1682394785539
328725.0	16	1224.032499809089
337485.0	1	620.0128874199603
337485.0	2	515.0058898529422
337485.0	3	1124.3697411140868
337485.0	4	564.8133902323069
337485.0	5	789.2979481689385
337485.0	6	1194.3024972185506
337485.0	7	1073.8082167612006
337485.0	8	658.7096802920792
337485.0	9	949.4413034726463
337485.0	10	710.9627824177137
337485.0	11	1188.0555148331516
337485.0	12	764.6561164318949
337485.0	13	NaN
337485.0	14	966.8630912342683
337485.0	15	823.1393676335027
337485.0	16	1255.8779157532056
346245.0	1	844.2267634264331
346245.0	2	659.2160941624456
346245.0	3	1127.229002266552
346245.0	4	730.8098945252881
346245.0	5	849.83092983733
346245.0	6	1175.0697734426471
346245.0	7	1176.4495898289815
346245.0	8	872.5827020416963
346245.0	9	1145.6497615120757
346245.0	10	881.6043897592651
346245.0	11	1314.4285474883675
346245.0	12	877.1838639294697
346245.0	13	NaN
346245.0	14	1139.8954084408902
346245.0	15	957.0698561377174
346245.0	16	1537.9426564350117
355017.0	1	612.865414709705
355017.0	2	466.9731740341365
355017.0	3	980.3910533679023
355017.0	4	508.33799427137524
355017.0	5	736.6382559785064
355017.0	6	1202.2553670293698
355017.0	7	1051.0279295268147
355017.0	8	591.0575382256667
355017.0	9	752.2651968980521
355017.0	10	640.4058209381355
355017.0	11	1192.9800374365013
355017.0	12	754.3687932039536
355017.0	13	NaN
355017.0	14	932.1450746999989
355017.0	15	962.4734386579934
355017.0	16	1187.585489779312
363789.0	1	794.1840581204339
363789.0	2	765.9455232800474
363789.0	3	1101.1153999513765
363789.0	4	813.821202499135
363789.0	5	887.9952480321303
363789.0	6	1308.475299029501
363789.0	7	1315.2343020673432
363789.0	8	950.7118863438764
363789.0	9	1177.2338872114788
363789.0	10	869.663067778781
363789.0	11	1413.6840572945596
363789.0	12	887.4959300637621
363789.0	13	NaN
363789.0	14	1159.3377534594676
363789.0	15	986.8393238223675
363789.0	16	1617.068592648745
372549.0	1	649.9906589462755
372549.0	2	598.5786610813105
372549.0	3	927.3564402559346
372549.0	4	619.8827252471265
372549.0	5	602.0192150925166
372549.0	6	1265.4875838159971
372549.0	7	956.5198003406222
372549.0	8	643.0649692461164
372549.0	9	942.992239884388
372549.0	10	667.555180853623
372549.0	11	1179.3462248624026
372549.0	12	683.1691824229721
372549.0	13	NaN
372549.0	14	887.3076078623324
372549.0	15	1080.3001851981437
372549.0	16	1239.0099301275966
381309.0	1	710.717056551753
381309.0	2	684.6754727561496
381309.0	3	997.2281690242678
381309.0	4	675.0029098548607
381309.0	5	757.7220129078596
381309.0	6	1286.7747652898208
381309.0	7	1175.3339145261757
381309.0	8	709.6144129449418
381309.0	9	1009.1682206660851
381309.0	10	767.0057181245926
381309.0	11	1330.1993040276982
381309.0	12	819.76811004203
381309.0	13	NaN
381309.0	14	1153.1261417679505
381309.0	15	1122.0438373837567
381309.0	16	1267.742743433598
390081.0	1	556.0600756854221
390081.0	2	566.3739029805954
390081.0	3	939.4863359758565
390081.0	4	637.4127016420798
390081.0	5	599.6790924007361
390081.0	6	1195.2988839933441
390081.0	7	862.2641516690586
390081.0	8	634.0819467822646
390081.0	9	779.0219308156701
390081.0	10	562.7294756400685
390081.0	11	1048.4943160902292
390081.0	12	577.6335110256543
390081.0	13	NaN
390081.0	14	809.8268591150161
390081.0	15	922.4926209907213
390081.0	16	946.6167238252564
398853.0	1	716.5519383748986
398853.0	2	581.6014643868978
398853.0	3	1123.6576422149565
398853.0	4	616.3692522061579
398853.0	5	900.5793426843898
398853.0	6	1413.6496881207056
398853.0	7	1213.2746215788845
398853.0	8	651.5354916679909
398853.0	9	848.0118662229877
